Player		 Dealer	 Stand	 Hit	 Double	 Split	
6 5 		8	-0.5050	0.2721	0.3798	 None 	
6 5 		9	-0.5542	0.1713	0.2364	 None 	
6 5 		10	-0.5572	0.0021	0.0426	 None 	
6 5 		A	-0.7894	-0.2049	-0.6103	 None 	
6 6 		2	-0.2673	-0.2550	 None 	-0.2841	
6 6 		3	-0.2589	-0.2445	 None 	-0.2319	
6 6 		4	-0.2253	-0.2415	 None 	-0.1932	
6 6 		5	-0.1725	-0.2088	 None 	-0.1047	
6 6 		6	-0.1611	-0.1428	 None 	-0.0720	
6 6 		7	-0.4605	-0.2304	 None 	-0.3792	
6 6 		8	-0.5128	-0.2874	 None 	-0.4809	
6 6 		9	-0.5320	-0.3396	 None 	-0.6022	
6 6 		10	-0.5842	-0.4470	 None 	-0.8230	
6 6 		A	-0.7780	-0.5521	 None 	-1.0879	
6 7 		2	-0.2853	-0.3186	 None 	 None 	
6 7 		3	-0.2511	-0.2874	 None 	 None 	
6 7 		4	-0.2181	-0.2694	 None 	 None 	
6 7 		5	-0.1437	-0.2547	 None 	 None 	
6 7 		6	-0.1557	-0.2427	 None 	 None 	
6 7 		7	-0.4725	-0.2418	 None 	 None 	
6 7 		8	-0.5032	-0.3219	 None 	 None 	
6 7 		9	-0.5638	-0.4002	 None 	 None 	
6 7 		10	-0.5806	-0.4698	 None 	 None 	
6 7 		A	-0.7522	-0.5749	 None 	 None 	
6 8 		2	-0.2931	-0.4011	 None 	 None 	
6 8 		3	-0.2643	-0.3642	 None 	 None 	
6 8 		4	-0.2061	-0.3375	 None 	 None 	
6 8 		5	-0.1653	-0.3135	 None 	 None 	
6 8 		6	-0.1251	-0.3006	 None 	 None 	
6 8 		7	-0.5002	-0.2976	 None 	 None 	
6 8 		8	-0.5056	-0.3519	 None 	 None 	
6 8 		9	-0.5416	-0.4236	 None 	 None 	
6 8 		10	-0.5638	-0.5020	 None 	 None 	
6 8 		A	-0.7624	-0.6130	 None 	 None 	
6 9 		2	-0.3249	-0.4035	 None 	 None 	
6 9 		3	-0.2115	-0.4188	 None 	 None 	
6 9 		4	-0.1971	-0.4059	 None 	 None 	
